accelerator,the part of a car which you push with your foot to make it go faster
adorn,to decorate something
airborne,"moving in, or carried by the air"
assertive,"behaving or speaking in a strong, confident way"
auspicious,"If an event or time is auspicious, it makes you believe that something will be successful in the future."
barley,a type of grain used for making food and alcoholic drinks
boundary,a real or imagined line that marks the edge or limit of something
brace yourself,to prepare yourself physically or mentally for something unpleasant
bring sth to the table,"If a plan or suggestion has been brought to the table, it has been made available for people to hear, read or discuss."
brushwood,small branches that have broken off from trees and bushes
carrier,a company which operates aircraft
chilly,"(of weather, conditions in a room, or parts of the body) cold"
cluster,a group of similar things that are close together
comrade,"a friend, especially someone who fights with you in a war"
concoction,the result or process of concocting something
copse,"an area of closely planted trees, especially one in which the trees are cut regularly to provide wood"
coracle,a small round boat which is made by stretching animal skin over a wooden frame
crease,a line on cloth or paper where it has been folded or crushed
creature comfort,"something that makes life more pleasant, such as good food and a comfortable place to live"
crisp,A crisp image is very clear.
as the crow flies,describes a distance when measured in a straight line between two points or places
curfew,"a time, especially at night, when people are not allowed to leave their homes"
delegate,to give someone else part of your work or some of your responsibilities
disintegration,weakening or destruction by breaking into small pieces
dung,solid waste from a large animal
the establishment,"the important and powerful people who control a country or an organization, especially those who support the existing situation"
exuberance,very energetic behaviour
finishing touches,final improvements
foothills,the lower hills next to a mountain or line of mountains
frown on/upon,to disapprove of something
get on like a house on fire,"If two people get on like a house on fire, they like each other and become friends very quickly."
get sth off the ground,"If a plan or activity gets off the ground or you get it off the ground, it starts or succeeds."
get rid of sth,to remove or throw away something unwanted
grin,to smile a wide smile
guru,a person skilled in something who gives advice
hands-on experience,Someone who has hands-on experience of something has done or used it rather than just read or learned about it.
harsh,"unpleasant, unkind, cruel or unnecessarily severe"
have had its/your day,to be much less popular than before
hit the road,to begin a journey
home from home,a place where you feel as comfortable as you do in your own home
idle,not working or being used
immerse yourself,to become completely involved in something
inevitable,"If something is inevitable, you cannot avoid or prevent it."
jostle,to push other people in order to get somewhere in a crowd
kindling,small dry sticks or other materials used to start a fire
ledge,"a long, flat surface that comes out under a window or from the side of a mountain"
liven up,"to become more energetic or in a better mood, or to make someone feel this way"
luxurious,very comfortable and expensive
nooks and crannies,every part of a place
once-in-a-lifetime,an experience or opportunity that is special because it is the only time you will have it
pannier,"a bag, especially one of a pair that hang on either side of a bicycle, motorcycle, or animal such as a donkey"
paraphrase,"repeating something written or spoken using different words, in a simpler and shorter form that makes the original meaning clearer"
picture-postcard,describes a place that is extremely attractive
pontoon,a metal structure used especially to form or support a temporary floating bridge
poplar,"a tall tree with branches that grow up to form a thin, pointed shape"
prototype,"the first example of something, such as a machine or other industrial product, from which all later forms are developed"
pursuit,activity or hobby
put sth on the map,to make a thing or place famous
rattle,a sound similar to a series of quickly repeated knocks
render sb incapable of,to cause someone to be unable to do something
shortcut,a quicker way of doing something in order to save time or effort
shrub,a large plant with a rounded shape grown in gardens
sketch,"a simple, quickly-made drawing which does not have many details"
smog,"air pollution in a city that is a mixture of smoke, gases, and chemicals"
soak,"If liquid soaks somewhere or soaks something, it makes something very wet."
splendour,when something is extremely beautiful or luxurious
black spot,a place on a road that is considered to be dangerous because several accidents have happened there
stark,with a very plain and simple appearance
a stone’s throw,a short distance
straw,"the long, dried stems of plants such as wheat (=plant for grain), often given to animals for sleeping on and eating"
stuff yourself,to eat a lot
submersible,"a type of ship which can travel under water, especially one which operates without people in it"
suspension,equipment which is fixed to the wheels of a vehicle in order to make it move more smoothly
swirl,to move around and around quickly
tourist trap,"a crowded place which provides entertainment and things to buy for tourists, often at high prices"
trim,to cut a small amount from something to make it tidy
no room to swing a cat,a space that is very small
off the beaten track,"a place where few people go, far from main roads and towns"
vibrate,"to shake with small, quick movements"
visibility,how far or how well you can see because of weather conditions
watertight,Something that is watertight prevents water from entering it.
weigh up,to form an opinion about a situation or someone’s character by thinking about it carefully
whitewash,to cover walls with a white liquid that is a mixture of lime or powdered chalk and water
withstand,to not be damaged or broken by something
work-life balance,the time you spend doing your job compared with the time you spend with your family and doing things you enjoy
yak,"a type of cattle with long hair and long horns, found mainly in Tibet"
accessible,easy to find or reach
acquire,to learn something
albeit,although
alert,quick to notice and react to things around you
associate,"to relate two things, people, etc in your mind"
auditory,of or about hearing
avatar,"an electronic image of a person that represents the computer user, especially in games"
benefactor,someone who gives money to help an organization or person
conclusive,proving that something is true
content,happy or satisfied
continual,happening again and again over a long period of time
at your earliest convenience,as soon as you like or can
co-opt,(of an elected group) to make someone a member through the choice of the present members
core,the basic and most important part of something
cue,an action or event that is a sign that something should happen
deceit,when someone tries to make someone believe something that is not true
device,an object or machine which has been invented for a particular purpose
dramatise,"If someone dramatizes a report of what has happened to them, they make the story seem more exciting, important or dangerous than it really is."
effective,successful or achieving the result that you want
efficient,working well and not wasting time or energy
elapse,"If time elapses, it passes."
emancipate,"to give people more freedom or rights by removing social, legal, or political controls that limit them"
engage,to interest someone in something and keep them thinking about it
exclusive,limited to only one person or group of people
formula (plur formulae),a plan or method that is used to achieve something
fundamental,relating to the most important or main part of something
geared towards,"designed or organized to be suitable for a particular purpose, situation or group of people"
gender,"the division of nouns, pronouns and adjectives into masculine, feminine and neuter types"
give sb a ring,to make a telephone call to someone
hand out,to give something to each person in a group or place
hold the line,wait on the telephone
judgement,an opinion about someone or something that you decide on after thinking carefully
keep an eye open,to watch carefully for someone or something to appear
literate,able to read and write
mature,completely grown or developed
mnemonic,something such as a very short poem or a special word used to help a person remember something
oriental,relating or belonging to the countries of east Asia
personnel,the people who work for an organization
pond,"a small area of water, especially one that has been made artificially in a park or garden"
promotional,intended to advertise something
rate,to judge the quality or ability of someone or something
rational,showing clear thought or reason
recall,to remember something
remote,far away
representative,someone who tries to persuade people to buy their company’s products or services
speculate,to guess possible answers to a question when you do not have enough information to be certain
stimulating,"If something is stimulating, it encourages new ideas."
sumptuous,luxurious and showing that you are rich
take on,to accept a particular job or responsibility
tendency,"If there is a tendency for something to happen, it is likely to happen or it often happens."
visual,relating to seeing
accessory,"something added to a machine or to clothing, which has a useful or decorative purpose"
adolescent,a young person who is between being a child and an adult
anonymous,not giving a name
attention span,the length of time that you can keep your thoughts and interest fixed on something
authoritarian,very strict and not allowing people freedom to do what they want
battered,"damaged, especially by being used a lot"
blurred,difficult to understand or separate clearly
boast,to have or own something to be proud of
chore,a job or piece of work which is often boring or unpleasant but needs to be done regularly
clip,a short part of a film or television programme
close,"having direct family connections or shared beliefs, support and sympathy"
cohabitation,"If two people, especially a man and woman who are not married, cohabit, they live together and have a sexual relationship."
commentary,a spoken description of an event on the radio or television that is broadcast as the event happens
contradiction,"a big difference between two things that are said or written about the same subject, or between what someone says and what they do"
crack,"If someone cracks, they begin to feel weak and agree that they have been defeated."
craze,something that is very popular for a short time
distraction,something that makes you stop giving your attention to something else
do sb/sth justice,to treat someone or something in a way that is fair and shows their true qualities
drop out,"If a student drops out, they stop going to classes before they have finished their course."
durable,remaining in good condition for a long time
elevate,to move something to a higher level or height
flock,to move or come together in large numbers
handful,"a person, often a child, who is difficult to control"
have no say in sth,to not be involved in making a decision about something
hold out against,to continue to defend yourself against an enemy or attack without being defeated
jokey,"adjective, inf   ˈdʒəʊki                      funny"
lay down (rules),"to officially establish a rule, or to officially state the way in which something should be done"
let sb down,to disappoint someone by failing to do what you agreed to do or were expected to do
lingua franca,a language used for communication between groups of people who speak different languages but which is not used between members of the same group
live up to sth,to be as good as something
lucky break,"an opportunity for improving a situation, especially one which happens unexpectedly"
moan,to complain or speak in a way that shows you are unhappy
moral,relating to beliefs about what is right or wrong
mould,to try to change or influence someone
nag,to keep criticizing or giving advice to someone in an annoying way
nostalgic,feeling both happy and sad when you think about things that happened in the past
poll,when people are asked questions to discover what they think about a subject
priority,something that is very important and that must be dealt with before other things
be prone to sth/do sth,likely to suffer from an illness or show a particular negative characteristic
put your feet up,"to relax, especially by sitting with your feet supported above the ground"
remedy,something that makes you better when you are ill
resent,to feel angry and upset about a situation or about something that someone has done
rip,"to tear quickly and suddenly, or to tear something quickly and suddenly"
rivet,a metal pin used to fasten flat pieces of metal or other thick materials such as leather
scrabble,to use your fingers to quickly find something that you cannot see
set sb/sth apart,"If a quality or characteristic sets someone/something apart, it shows them to be different from, and usually better than, others of the same type."
slob around,"to behave in a very lazy way, doing very little"
solace,comfort when you are feeling sad
stand up to sth,to not be changed or damaged by something
take a back seat,to choose not to be in a position of responsibility in an organization or activity
take sb back,"If something takes you back, it makes you remember a period or an event."
ties,"the friendly feelings that people have for other people, or special connections with places"
tongue-in-cheek,said or done as a joke
top-of-the-form,(in the position of being) the best in the class
ubiquitous,seeming to be in all places
unbearable,too painful or unpleasant for you to continue to experience
undertone,a feeling or quality that exists but is not obvious
upbeat,positive and expecting a situation to be good or successful
vote sb off,"If someone is voted off a programme, the public votes that they should leave."
access,the way in which you can enter a place or get to a place
in accordance with,following or objeying a rule
antagonise,to make someone dislike you or feel opposed to you
astronomical,An astronomical amount is extremely large.
be dying to,to be extremely eager to have or do something
bullying,"when someone hurts or frightens someone who is smaller or less powerful than they are, often forcing them to do something they do not want to do"
call in,to visit someone for a short time
catch on,to become popular
come up with,to suggest or think of an idea or plan
craft shop,"a shop that sells the materials and tools used for making decorative objects by hand, or the decorative objects themselves"
on duty,"When police officers, doctors, guards, etc. are on duty, they are working."
end up,to finally be in a particular place or situation
envy,the feeling that you wish you had something that someone else has
extreme,the largest possible amount or degree of something
foot of the page,the bottom of a page
fraud,the crime of getting money by deceiving people
get on,"to manage or deal with a situation, especially successfully"
go for sth,"if something goes for an amount of money, it is sold for that amount"
go with sth,"If one thing goes with another, they suit each other or they look or taste good together."
harassment,behaviour that annoys or upsets someone
have sth in common with,"to share interests, experiences or other characteristics with someone or something"
isolated,alone and not having help or support from other people
keep your eye on,to watch or look after something or someone
live up to,to be as good as something
look down on,to think that someone is less important than you
long-term,continuing a long time into the future
multinational,"involving several different countries, or (of a business) producing and selling goods in several different countries"
network,a group of people who know each other or who work together
overpriced,too expensive
part with sth,"to give something to someone else, especially when you do not want to"
permanently,always and forever
plot,the things that happen in a story
power,a natural ability
promote,to advertise something
pros and cons,advantages and disadvantages
run out of sth,"If you run out of something, you use all of it or completely finish it."
in a rut,"in a bad situation where you do the same things all the time, or where it is impossible to make progress"
set foot in,to go to a place
settle down,"to start living in a place where you intend to stay for a long time, usually with your partner"
short-term,relating to a short period of time
single-handed,without any help from anyone else
solar system,the sun and the group of planets which move around it
stalking,"illegally following and watching someone, usually a woman, over a period of time"
stunning,very beautiful
suspense,the feeling of excitement or nervousness which you have when you are waiting for something to happen
tactful,careful not to say or do anything that could upset someone
take the world by storm,to be suddenly extremely successful
take up,to start doing a particular job or activity
trendy,fashionable at the moment
tricky,difficult to deal with or do
upload,"to copy computer programs or information electronically, usually from a small computer to a larger one or to the Internet"
